[05:05:18]  [-5.88262085e-05 -5.92425662e-03  4.06621133e+00]
[05:05:19] [YOLO] 訂閱 /camera/color/image_raw
[05:05:20] [YOLO] ✗ 未偵測到球  (miss:11)
[05:05:23] [YOLO] ✗ 未偵測到球  (miss:61)
[05:05:25] [YOLO] ✗ 未偵測到球  (miss:111)
[05:05:26] [YOLO] ✗ 未偵測到球  (miss:161)
[05:05:28] [YOLO] ✗ 未偵測到球  (miss:211)
[05:05:30] [YOLO] ✗ 未偵測到球  (miss:261)
[05:05:31] [YOLO] ✗ 未偵測到球  (miss:311)
[05:05:33] [YOLO] ✗ 未偵測到球  (miss:361)
[05:05:35] [YOLO] ✗ 未偵測到球  (miss:411)
[05:05:37] [YOLO] ✗ 未偵測到球  (miss:461)
[05:05:39] [YOLO] ✗ 未偵測到球  (miss:511)
[05:05:42] [YOLO] ✗ 未偵測到球  (miss:561)
[05:05:44] [YOLO] ✗ 未偵測到球  (miss:611)
[05:05:47] [YOLO] ✗ 未偵測到球  (miss:661)
[05:05:50] [YOLO] ✗ 未偵測到球  (miss:711)
[05:05:53] [YOLO] ✗ 未偵測到球  (miss:761)
[05:05:56] [YOLO] ✗ 未偵測到球  (miss:811)
[05:05:59] [YOLO] ✗ 未偵測到球  (miss:861)
[05:06:01] [YOLO] ✗ 未偵測到球  (miss:911)
[05:06:02] [YOLO] ✗ 未偵測到球  (miss:961)
[05:06:04] [YOLO] ✗ 未偵測到球  (miss:1011)
[05:06:06] [YOLO] ✗ 未偵測到球  (miss:1051)
[05:06:08] [YOLO] ✓ 球 全域座標: X=-0.082m  Y=0.423m  conf=0.55  (累計偵測:2)
[05:07:07] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.412m  conf=0.95  (累計偵測:836)
[05:07:07] [YOLO] ✓ 球 全域座標: X=+0.150m  Y=1.413m  conf=0.94  (累計偵測:841)
[05:07:08] [YOLO] ✓ 球 全域座標: X=+0.150m  Y=1.411m  conf=0.95  (累計偵測:846)
[05:07:08] [YOLO] ✓ 球 全域座標: X=+0.150m  Y=1.411m  conf=0.95  (累計偵測:851)
[05:07:08] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.414m  conf=0.95  (累計偵測:856)
[05:07:08] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.413m  conf=0.94  (累計偵測:861)
[05:07:09] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.414m  conf=0.95  (累計偵測:866)
[05:07:09] [YOLO] ✓ 球 全域座標: X=+0.150m  Y=1.416m  conf=0.95  (累計偵測:871)
[05:07:09] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.413m  conf=0.95  (累計偵測:876)
[05:07:09] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.414m  conf=0.95  (累計偵測:881)
[05:07:10] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.415m  conf=0.94  (累計偵測:886)
[05:07:10] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.415m  conf=0.95  (累計偵測:891)
[05:07:10] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.413m  conf=0.95  (累計偵測:896)
[05:07:10] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.415m  conf=0.95  (累計偵測:901)
[05:07:11] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.412m  conf=0.95  (累計偵測:906)
[05:07:11] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.417m  conf=0.94  (累計偵測:911)
[05:07:11] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.414m  conf=0.95  (累計偵測:916)
[05:07:11] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.415m  conf=0.95  (累計偵測:921)
[05:07:12] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.413m  conf=0.95  (累計偵測:926)
[05:07:12] [YOLO] ✓ 球 全域座標: X=+0.150m  Y=1.413m  conf=0.95  (累計偵測:931)
[05:07:12] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.414m  conf=0.95  (累計偵測:936)
[05:07:12] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.415m  conf=0.94  (累計偵測:941)
[05:07:12] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.413m  conf=0.95  (累計偵測:946)
[05:07:12] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.414m  conf=0.94  (累計偵測:951)
[05:07:13] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.412m  conf=0.94  (累計偵測:956)
[05:07:13] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.414m  conf=0.95  (累計偵測:961)
[05:07:13] [YOLO] ✓ 球 全域座標: X=+0.150m  Y=1.414m  conf=0.94  (累計偵測:966)
[05:07:13] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.414m  conf=0.95  (累計偵測:971)
[05:07:13] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.413m  conf=0.95  (累計偵測:976)
[05:07:13] [YOLO] ✓ 球 全域座標: X=+0.150m  Y=1.415m  conf=0.95  (累計偵測:981)
[05:07:14] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.413m  conf=0.95  (累計偵測:986)
[05:07:14] [YOLO] ✓ 球 全域座標: X=+0.150m  Y=1.413m  conf=0.94  (累計偵測:991)
[05:07:14] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.413m  conf=0.95  (累計偵測:996)
[05:07:14] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.412m  conf=0.95  (累計偵測:1001)
[05:07:14] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.415m  conf=0.94  (累計偵測:1006)
[05:07:14] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.416m  conf=0.95  (累計偵測:1011)
[05:07:15] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.414m  conf=0.94  (累計偵測:1016)
[05:07:15] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.414m  conf=0.95  (累計偵測:1021)
[05:07:15] [YOLO] ✓ 球 全域座標: X=+0.150m  Y=1.411m  conf=0.95  (累計偵測:1026)
[05:07:15] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.414m  conf=0.95  (累計偵測:1031)
[05:07:15] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.411m  conf=0.95  (累計偵測:1036)
[05:07:15] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.413m  conf=0.94  (累計偵測:1041)
[05:07:16] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.415m  conf=0.95  (累計偵測:1046)
[05:07:16] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.414m  conf=0.95  (累計偵測:1051)
[05:07:16] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.414m  conf=0.94  (累計偵測:1056)
[05:07:16] [YOLO] ✓ 球 全域座標: X=+0.151m  Y=1.415m  conf=0.94  (累計偵測:1061)
